##SYN
	0	
meliorate	00205885,00205046
mellow	00254672,00254486,00254298
mellow out	00254486
melodise	01706756
melodize	01706756
melt	00444629,00376106,00254486,00395841,00224651,00223928
melt down	00444629
melt off	00045817
memorialise	00768062,00612042
memorialize	00768062,00612042
memorise	00604576
memorize	00604576
menace	02697120,01067194,00012137
mend	00260648,00270561
menstruate	00062203
mensurate	00647094
mention	01024190,01020005,01023071
mentor	00829947
meow	01052782
mercerise	00185698
mercerize	00185698
merchandise	02260362
merge	00367685,00394813,00243124
merit	02646378
mesh	01510827,00405079,02458017,01463340
mesmerise	00777522,00020671
mesmerize	00777522,00020671
mess	01176079,00276214
mess about	02639075
mess around	01473346
mess up	02527651,01387493,00276214
message	01071632,01071474,01071328
metabolise	01197750
metabolize	01197750
metal	01603303
metalize	01615602
metallize	01615602
metamorphose	00384055,00381601
metastasise	00104667
metastasize	00104667
mete out	02294436
meter	00490586,01273974
metricate	00381331
metricise	00383764,00381331
metricize	00383764,00381331
metrify	01703023,00381331
mew	01052782,01060198
mewl	00066025
miaou	00941719
miaow	00941719
micro-cook	00321936
microcopy	01736523
microfilm	01712450
microwave	00321936
micturate	00072012
middle	01498498
miff	01786620
migrate	01856626,01857093
mildew	00210738
militarise	01098869,00578116
militarize	01098869,00578116
militate	02431129
milk	00194170,01164906,00194373
mill	01902126,00332017,01457825,01391697
mill about	02639075,01902126
mill around	02639075,01902126
mime	01743531,01724185
mimeo	01695257
mimeograph	01695257
mimic	01743531
mince	01058036,01929927,01560583
mind	00848707,00724492,02437707,02571901,00724664,00609506
mine	01163620,01125724
mineralize	00585705,00585606
mingle	01462005,02597095,02739861
miniate	01696893,01683957
miniaturise	00241496
miniaturize	00241496
minify	00441445
minimise	00841125,00427802
minimize	00427802,00841125,00864475
minister	02549392,02446660
minstrel	01730216
mint	01639105
mire	02678287,01835103,01834896,01534745
mirror	02766925,00821944
misaddress	00991025
misadvise	00876104
misalign	00466327
misally	02430421
misapply	01161290
misapprehend	00619869
misappropriate	02292535
misbehave	02517202
misbelieve	00684507
miscalculate	00712389,00639478
miscall	00971324
miscarry	02528380,00059769
miscast	01711073
miscegenate	02739121
misconceive	00619869
misconduct	02517202,02438861
misconstrue	00619869
miscount	00948602
miscreate	00701576
misdate	00619503
misdeal	02246908
misdeliver	01438585
misdemean	02517202
misdirect	02579447,02000288,00991025
misdo	02563014
misestimate	00712389,00639478
misfire	01134653
misfunction	01525295
misgauge	00673341
misgive	00733454
misgovern	02586979
misguide	02000288,00876104
mishandle	02527651,02438861
misidentify	00618267
misinform	00834009
misinterpret	00939182,00624801,00619869
misjudge	00671190
mislay	01503101
mislead	02000288,00834009
mismanage	02438861
mismarry	02489363
mismatch	01294026
mismate	01293548
misname	00971324
misperceive	02117840
misplace	01503101,01501793
misplay	01649695,01075044
misprint	01746839
mispronounce	00951601
misquote	01023781
misread	00627693,00624801
misremember	00617605
misrepresent	00836705,02576921
miss	02127853,01805523,02613672,00614999,02022659,02632353,01237901,02632838,00810557
misspeak	00951601
misspell	00938146
misspend	02708301,02266677
misstate	00799243
mist	00361495,02157731,01373303
mist over	00361495
mistake	00618267,00617748
mistime	00491313
mistranslate	00960453
mistreat	02516594
mistrust	00687926
misunderstand	00619869
misuse	01161290,00203213
miter	01584199,02263958,01291707
mitigate	00906037,00198850
mix	00394813,02481900,00556193,00184117,01462005,01418667
mix in	00396035,00184117
mix up	01657254,00620379
mizzle	02757475
moan	01045419
mob	02064131
mobilise	01097960,01088381,00270215,00270005
mobilize	00270215,01097960,01088381,00270005
mock	00849080,00849332
mock up	01697406
model	01743784,01697027,02142775,02142626,01722980,01697406
moderate	00813790,00198710,02510337,01058036,00933566,00202934
modernise	00411020,00262076
modernize	00262076,00411020
modify	00169806,00171127,00126264
modulate	01729142,00982293,00299341,00171458,00123894
moil	02419773,01885430,00218214
moisten	00217956,01376082
moisturise	00215800
moisturize	00215800
mold	01697027,00210738,01662771,01659248,01221405,00701040
molder	00209837
molest	02569495,01789514
mollify	01765392,00294884,00256027
mollycoddle	02570267
molt	00009147
monetise	02481231
monetize	02481231
monger	02302817
mongrelise	01429663
mongrelize	01429663
monish	00871195,00870577
monitor	02163301,02163626
monkey	01586018,01473346
monkey around	01473346
monologuise	00964478
monologuize	00964478
monopolise	02442546,02204242
monopolize	02442546,02204242
monumentalise	00612454
monumentalize	00612454
moo	01055018
mooch	02270404
moon	02418205,02417908,02141840
moon about	01805247
moon around	02417908,01805247
moon on	02417908
moonlight	02420606
moonshine	00228858
moor	01305542,01305361,01305099
moot	00813044
mop	01393339,00034758
mop up	01393339,01102997,00484892
mope	01918669,01805247
mope around	01918669
moralise	00938621,00828374,00385047
moralize	00938621,00828374,00385047
morph	00469187,00469030
mortar	01362291
mortgage	02351737
mortice	01293782,01293644
mortify	01802070,01801847,01799794,00097394
mortise	01293782,01293644
mosey	01918183
mosh	01897885
mothball	02281641
mother	02550516,00054628
mothproof	01154825
motion	00992041
motivate	01649999
motley	00436879,00284669
motor	01930117
motorbike	01936048
motorboat	01945277
motorcycle	01936048
motorise	00480751
motorize	02226172,02226013,00480751
mottle	01696135,00510364
mould	01697027,01662771,01659248
moulder	00209837
moult	00009147
mound	01660386
mound over	01607871,01660547
mount	01343204,00433232,00407633,01649124,01923414,01921964,01649251,01429322
mount up	01923414
mountaineer	01922895
mourn	01797051,01797204
mouse	01911888,01212115
mousse	00039950
mouth	00941990,01040707,01432474
mouth off	01051956
move	01835496,01850315,01831531,01855606,02372605,00014549,00124442,02367363,01767949,01649999,01771390,02355959,00539110,02598863,01076615,00879356
move around	01909812,02102002
move back	01994442
move back and forth	01876530
move in	01856096,02015384,01855982
move in on	02019175,02440914
move into	02016523
move involuntarily	00010054
move on	01992503
move out	02404904,01856211
move over	01848465
move reflexively	00010054
move through	01915365
move up	01969779,01968569
mow	01319562,00034758
mow down	00479176
muck	00178380,02083087,01534745
muck about	01473346
muck around	01473346
muck up	02527651,01534745
muckrake	00934744
mud	01534745,01361884
mud-wrestle	01504910
muddle	01419867,00620532
muddy	01252875,00620926,00543918
muddy up	01252875
mudwrestle	01504910
muff	02529896,02527651
muffle	01568630,02191311
mug	02277663
mug up	00605783
mulch	01234379
mulct	02572119,02307412
mull	00630380,02196540
mull over	00630380
multiply	00641672,00247390,00056334,00055142
mumble	01044533,01175224
mummify	02680358,02227127,00242205
munch	01201693
munition	02334756
murder	02482425,00548750
murk	00312060
murmur	01044114,00909219
muscle	02019431
muscle into	01873417
muse	00630380
mush	01939678,01939406
mushroom	01382437,00231445
muss	01473886
mussitate	01044533
muster	01381549,00793271
muster in	01097500
muster out	01097743
muster up	01381549
mutate	00119873
mute	02191311
mutilate	00292672,00548750,00090708
mutiny	02583958
mutter	01044533,00909219
muzzle	02340897,02190943,01284683
mystify	00622384,00518653
mythicise	00623656,00135013
mythicize	00623656,00135013
mythologise	01634734,00135013
mythologize	01634734,00135013
nab	01600759,01215137,01213273
nag	00844941,01766638,00610928
nail	01357831,01215137,01401772,02524897,02522581,02287380,01117484
nail down	02524897,00715541,00481941
name	01028748,01026095,02396716,02396205,00947439,01024190,00652346,00945853,00645552
namedrop	01025089
nap	00015498
narcotise	00085506
narcotize	00085506
nark	01787955,00936913
narrate	00954271,00953216
narrow	00305109,00715541,00437449,00304422
narrow down	00715541,00437449
nasale	00985593
nasalise	00951399,00951206
nasalize	00951399,00951206
nationalise	00578295,00411547
nationalize	00411547,00578295
natter	01038666
naturalise	00412993,00412696,00412292,00302464
naturalize	00412292,00939757,00412993,00412696,00302464
nauseate	02195191,01808374
navigate	01846320,01933305,01932704
nazify	00502085
near	02053941
neaten	00275843,00040353
necessitate	02627934,02635547
neck	01426153
necrose	00097394
need	02627934,01188725,01189113
needle	00851733,01331027
negate	02663141,00823436,00666886,00470084
negative	02473431
neglect	00614999,02529284,00616153,00616857
negociate	02522864,02221328,02221178,02050688,00762478,00761713
negotiate	00761713,02050688
neigh	01059743
neighbor	02608176,02608004
neighbour	02608176,02608004
nerve	01806271
nest	02654947,01529766,01424948,01383393
nestle	01424948,02691354,01425348
net	02291258,02291548,01672168,01365945
net fish	01143410
netmail	01032451
nett	01365945
nettle	02120715,01787955
network	01032840
neuter	00060477
neutralise	01327301,01117931,00470084,00469904
neutralize	02535896,00470084,02543874,01327301,01117931,00469904
nibble	01446729,01446420,01174294
nick	01259141,01259005,00511318,00054535
nickel	01395663
nickel-and-dime	02266784,01385013
nicker	01059743
nickname	01028640
nictate	00007739
nictitate	00007739
niggle	01793933,00774056
nigrify	00280532
nip	01456771,01446569,01456463
nip off	01456463
nitpick	00846218
nitrate	00185103
nitrify	00504901,00504676,00502478
nitrogenise	00504676
nitrogenize	00504676
nix	00795863
nobble	02572119,02276866,01471043,00512640
nock	01275762
nod	00898434,00898210,00016702,01877785,00016573
nod off	00017282
noise	02172888
nol.pros.	00363268
nolle pros	00363268
nolle prosequi	00363268
nominate	00879540,02401523,02396716,02396205
nonplus	00622384
noose	01673630,01342124
normalise	00468583,00468236
normalize	00468583,00468236,00303056
nose	02169119,01994128,02125223,01873051,01424350,01109644
nose out	02125460
nosedive	01967634
nosh	01173405
notarise	00822101
notarize	00822101
notate	00995286
notch	01276970,01004550
note	01020005,02118476,02118933,01020934
notice	02154508,02118476,01058574,01059123
notify	00873682
nourish	01202728,01204191
novate	00577330
novelise	00116619
novelize	00116619
nucleate	02626274
nudge	01231252,00766289
nuke	01133288,01132980,00321936
nullify	02478059,00667102,00470084
numb	02115273
number	02645007,00948853,00946755,02731632,00948071,00235918
numerate	00948071,00626768
nurse	00080705,01773130,02550698,02515194,01186428
nurture	00908351,02539788,01202728
nut	01382720
nutate	01876311
nutrify	01204191
nuzzle	01424948,01424350,01314323
o.d.	00085353
o.k.	00806502
obey	02542795
obfuscate	00940214
object	00807461,02753865
objectify	00532607,00388296
objurgate	00864159,00824292
obligate	02506546,02348182,00885217
oblige	02506546,00885217,00885925
obliterate	00478830,00313987,00311338,00472230
obnubilate	02157731,00620673
obscure	02157731,00620673,00313712,00587390,00313987
observe	02154508,01020005,02118933,02169352,02457233,02578510,02455407,00732552,02578872
obsess	01783214,01831143
obsolesce	00567775
obstinate	00350889
obstipate	00074730
obstruct	02557199,01476483,02145543
obtain	02238085,00522751,02648502
obtrude	01873157,00747757
obtrude upon	02019716
obtund	00192356
obturate	01476483
obviate	02629256,02453321
occasion	01646528
occidentalise	00523645
occidentalize	00523645
occlude	01476483
occult	02158340,02149611,02145429
occupy	02415831,02648639,02649042,02678438,01126360,02267989,00600370,02394183
occur	00339934,00723349,02612368
odorize	02125641
odourise	02125641
off	02482425
offend	01789270,02566528,01810447,01793177
offer	02296726,02297142,02425112,00706557,02297742,02297409,02298632,02157361,02613487,02376289,02297948,00879764,00871623
offer up	02613487
officer	00752335
officialise	00523304
officialize	00523304
officiate	02382087,01096497
offload	02233081,01488123
offsaddle	01492576
offset	02718015,02717831,02232044,01747085,01746940
ogle	02164067
oil	01268571,00085626
oink	01054694
okay	00806502
omen	00871942
omit	00615774,00614999
one-step	01897677
ooh	00865776
ooze	02071974,00067999
ooze out	00067999
ooze through	01605537
opacify	00577689,00577500
opalesce	02765231,02734140
opalise	00117230,00117085
opalize	00117230,00117085
open	01346003,02426171,01346804,02425462,01579813,00539936,00540101,02744651,01077887,02358034,02140630
open fire	01135783
open up	01346003,00540101,00539936,01645421,02426171,01346804,01041298
operate	02443849,01525666,01224744,01109863,00341285,01510827,00083809
operate on	00083809
opine	01027668,00631737
oppose	00775831,01091427,02666531,01081152,02378623,00776059
oppress	02424652,02585489
oppugn	00867409
opsonize	00577839
opt	00679389
opt out	00679715
optimise	00172505,00124226,00011852
optimize	00172505,00124226,00011852
orate	00828901
orb	02043982
orbit	02043982
orchestrate	01707737,00710005
ordain	02427916,02386012,02427726,00746084
order	00746718,00745499,00747135,02511551,00277659,00276883,02386012,00735571,00658052
ordinate	02386012,00466053
organise	00404642,02448185,02434238,02432530,01651444,00710005
organize	02448185,02432530,00710005,00404642,01651444,02434238
orient	02713184,02159197,02712914,00874537,00301662
orientalise	00523895
orientalize	00523895
orientate	02159197
originate	02624263,01628449,02743343
originate in	02627666
ornament	01675963,02749247
orphan	02315277
oscillate	02706046,01878063
osculate	02752431,02751055,01431230
ossify	00267249,00418110,00267365
ostentate	02141973
ostracise	02504017,02465658
ostracize	02504017,02465658
oust	02401809,02406449
out	00935456,00935264,00935141
out-herod	01107705
out in	02017299
outbalance	02645597
outbid	02301000,02299801
outbrave	01117219,01107625
outcall	02300734
outclass	00659373
outcrop	00424499
outcry	01105186,00912048
outdistance	02081795
outdo	01105639,01109259
outdraw	01105526
outface	02132989
outfight	01109431
outfit	02339413
outflank	02085446,01109259
